participant,quarter,session,variance,problem,nPositions,choicePosition,cost,value1,value2,value3,value4,value5,value6,value7
152,W2024,1,high,20,7,6,283.0,766.0,557.0,427.0,408.0,551.0,283.0,381.0
421,W2024,1,high,1,7,1,298.0,298.0,538.0,589.0,120.0,487.0,360.0,196.0
421,W2024,1,high,2,7,7,185.0,471.0,674.0,586.0,652.0,673.0,728.0,185.0
421,W2024,1,high,3,7,3,184.0,746.0,677.0,184.0,821.0,735.0,299.0,543.0
421,W2024,1,high,4,7,1,90.0,90.0,490.0,619.0,999.0,574.0,858.0,433.0
421,W2024,1,high,5,7,3,381.0,645.0,719.0,381.0,315.0,737.0,282.0,509.0
421,W2024,1,high,6,7,5,427.0,541.0,637.0,382.0,506.0,427.0,329.0,697.0
421,W2024,1,high,7,7,1,456.0,456.0,138.0,551.0,419.0,324.0,695.0,801.0
421,W2024,1,high,8,7,3,448.0,677.0,726.0,448.0,468.0,810.0,439.0,386.0
421,W2024,1,high,9,7,7,173.0,636.0,515.0,330.0,497.0,559.0,669.0,173.0
421,W2024,1,high,10,7,1,433.0,433.0,295.0,657.0,454.0,686.0,810.0,842.0
421,W2024,1,high,11,7,2,388.0,536.0,388.0,321.0,491.0,926.0,577.0,328.0
421,W2024,1,high,12,7,2,266.0,477.0,266.0,682.0,469.0,445.0,1.0,237.0
421,W2024,1,high,13,7,1,518.0,518.0,702.0,674.0,422.0,310.0,424.0,520.0
421,W2024,1,high,14,7,5,186.0,518.0,419.0,999.0,631.0,186.0,346.0,283.0
421,W2024,1,high,15,7,4,416.0,231.0,464.0,833.0,416.0,496.0,560.0,535.0
421,W2024,1,high,16,7,2,413.0,689.0,413.0,546.0,498.0,457.0,543.0,372.0
421,W2024,1,high,17,7,4,432.0,575.0,448.0,613.0,432.0,340.0,749.0,685.0
421,W2024,1,high,18,7,3,353.0,489.0,691.0,353.0,166.0,528.0,706.0,138.0
421,W2024,1,high,19,7,1,372.0,372.0,968.0,841.0,294.0,393.0,694.0,148.0
421,W2024,1,high,20,7,3,427.0,766.0,557.0,427.0,408.0,551.0,283.0,381.0
462,W2024,1,high,1,7,1,298.0,298.0,538.0,589.0,120.0,487.0,360.0,196.0
462,W2024,1,high,2,7,7,185.0,471.0,674.0,586.0,652.0,673.0,728.0,185.0
462,W2024,1,high,3,7,3,184.0,746.0,677.0,184.0,821.0,735.0,299.0,543.0
462,W2024,1,high,4,7,1,90.0,90.0,490.0,619.0,999.0,574.0,858.0,433.0
462,W2024,1,high,5,7,3,381.0,645.0,719.0,381.0,315.0,737.0,282.0,509.0
462,W2024,1,high,6,7,5,427.0,541.0,637.0,382.0,506.0,427.0,329.0,697.0
462,W2024,1,high,7,7,2,138.0,456.0,138.0,551.0,419.0,324.0,695.0,801.0
462,W2024,1,high,8,7,6,439.0,677.0,726.0,448.0,468.0,810.0,439.0,386.0
462,W2024,1,high,9,7,7,173.0,636.0,515.0,330.0,497.0,559.0,669.0,173.0
462,W2024,1,high,10,7,2,295.0,433.0,295.0,657.0,454.0,686.0,810.0,842.0
462,W2024,1,high,11,7,3,321.0,536.0,388.0,321.0,491.0,926.0,577.0,328.0
462,W2024,1,high,12,7,2,266.0,477.0,266.0,682.0,469.0,445.0,1.0,237.0
462,W2024,1,high,13,7,5,310.0,518.0,702.0,674.0,422.0,310.0,424.0,520.0
462,W2024,1,high,14,7,5,186.0,518.0,419.0,999.0,631.0,186.0,346.0,283.0
462,W2024,1,high,15,7,1,231.0,231.0,464.0,833.0,416.0,496.0,560.0,535.0
462,W2024,1,high,16,7,2,413.0,689.0,413.0,546.0,498.0,457.0,543.0,372.0
462,W2024,1,high,17,7,5,340.0,575.0,448.0,613.0,432.0,340.0,749.0,685.0
462,W2024,1,high,18,7,4,166.0,489.0,691.0,353.0,166.0,528.0,706.0,138.0
462,W2024,1,high,19,7,1,372.0,372.0,968.0,841.0,294.0,393.0,694.0,148.0
462,W2024,1,high,20,7,4,408.0,766.0,557.0,427.0,408.0,551.0,283.0,381.0
112,W2024,1,high,1,7,1,298.0,298.0,538.0,589.0,120.0,487.0,360.0,196.0
112,W2024,1,high,2,7,7,185.0,471.0,674.0,586.0,652.0,673.0,728.0,185.0
112,W2024,1,high,3,7,3,184.0,746.0,677.0,184.0,821.0,735.0,299.0,543.0
112,W2024,1,high,4,7,1,90.0,90.0,490.0,619.0,999.0,574.0,858.0,433.0
112,W2024,1,high,5,7,4,315.0,645.0,719.0,381.0,315.0,737.0,282.0,509.0
112,W2024,1,high,6,7,3,382.0,541.0,637.0,382.0,506.0,427.0,329.0,697.0
112,W2024,1,high,7,7,2,138.0,456.0,138.0,551.0,419.0,324.0,695.0,801.0
112,W2024,1,high,8,7,7,386.0,677.0,726.0,448.0,468.0,810.0,439.0,386.0
112,W2024,1,high,9,7,3,330.0,636.0,515.0,330.0,497.0,559.0,669.0,173.0
112,W2024,1,high,10,7,2,295.0,433.0,295.0,657.0,454.0,686.0,810.0,842.0
112,W2024,1,high,11,7,7,328.0,536.0,388.0,321.0,491.0,926.0,577.0,328.0
112,W2024,1,high,12,7,6,1.0,477.0,266.0,682.0,469.0,445.0,1.0,237.0
112,W2024,1,high,13,7,5,310.0,518.0,702.0,674.0,422.0,310.0,424.0,520.0
112,W2024,1,high,14,7,2,419.0,518.0,419.0,999.0,631.0,186.0,346.0,283.0
112,W2024,1,high,15,7,1,231.0,231.0,464.0,833.0,416.0,496.0,560.0,535.0
112,W2024,1,high,16,7,7,372.0,689.0,413.0,546.0,498.0,457.0,543.0,372.0
112,W2024,1,high,17,7,5,340.0,575.0,448.0,613.0,432.0,340.0,749.0,685.0
112,W2024,1,high,18,7,4,166.0,489.0,691.0,353.0,166.0,528.0,706.0,138.0
112,W2024,1,high,19,7,4,294.0,372.0,968.0,841.0,294.0,393.0,694.0,148.0
112,W2024,1,high,20,7,6,283.0,766.0,557.0,427.0,408.0,551.0,283.0,381.0
10,W2024,1,high,1,7,1,298.0,298.0,538.0,589.0,120.0,487.0,360.0,196.0
10,W2024,1,high,2,7,7,185.0,471.0,674.0,586.0,652.0,673.0,728.0,185.0
10,W2024,1,high,3,7,3,184.0,746.0,677.0,184.0,821.0,735.0,299.0,543.0
10,W2024,1,high,4,7,1,90.0,90.0,490.0,619.0,999.0,574.0,858.0,433.0
10,W2024,1,high,5,7,3,381.0,645.0,719.0,381.0,315.0,737.0,282.0,509.0
10,W2024,1,high,6,7,3,382.0,541.0,637.0,382.0,506.0,427.0,329.0,697.0
10,W2024,1,high,7,7,7,801.0,456.0,138.0,551.0,419.0,324.0,695.0,801.0
10,W2024,1,high,8,7,6,439.0,677.0,726.0,448.0,468.0,810.0,439.0,386.0
10,W2024,1,high,9,7,3,330.0,636.0,515.0,330.0,497.0,559.0,669.0,173.0
10,W2024,1,high,10,7,7,842.0,433.0,295.0,657.0,454.0,686.0,810.0,842.0
10,W2024,1,high,11,7,3,321.0,536.0,388.0,321.0,491.0,926.0,577.0,328.0
10,W2024,1,high,12,7,3,682.0,477.0,266.0,682.0,469.0,445.0,1.0,237.0
10,W2024,1,high,13,7,5,310.0,518.0,702.0,674.0,422.0,310.0,424.0,520.0
10,W2024,1,high,14,7,5,186.0,518.0,419.0,999.0,631.0,186.0,346.0,283.0
10,W2024,1,high,15,7,1,231.0,231.0,464.0,833.0,416.0,496.0,560.0,535.0
10,W2024,1,high,16,7,2,413.0,689.0,413.0,546.0,498.0,457.0,543.0,372.0
10,W2024,1,high,17,7,5,340.0,575.0,448.0,613.0,432.0,340.0,749.0,685.0
10,W2024,1,high,18,7,3,353.0,489.0,691.0,353.0,166.0,528.0,706.0,138.0
10,W2024,1,high,19,7,1,372.0,372.0,968.0,841.0,294.0,393.0,694.0,148.0
10,W2024,1,high,20,7,4,408.0,766.0,557.0,427.0,408.0,551.0,283.0,381.0
313,W2024,1,high,1,7,1,298.0,298.0,538.0,589.0,120.0,487.0,360.0,196.0
313,W2024,1,high,2,7,7,185.0,471.0,674.0,586.0,652.0,673.0,728.0,185.0
313,W2024,1,high,3,7,3,184.0,746.0,677.0,184.0,821.0,735.0,299.0,543.0
313,W2024,1,high,4,7,1,90.0,90.0,490.0,619.0,999.0,574.0,858.0,433.0
313,W2024,1,high,5,7,4,315.0,645.0,719.0,381.0,315.0,737.0,282.0,509.0
313,W2024,1,high,6,7,6,329.0,541.0,637.0,382.0,506.0,427.0,329.0,697.0
313,W2024,1,high,7,7,2,138.0,456.0,138.0,551.0,419.0,324.0,695.0,801.0
313,W2024,1,high,8,7,6,439.0,677.0,726.0,448.0,468.0,810.0,439.0,386.0
313,W2024,1,high,9,7,7,173.0,636.0,515.0,330.0,497.0,559.0,669.0,173.0
313,W2024,1,high,10,7,2,295.0,433.0,295.0,657.0,454.0,686.0,810.0,842.0
313,W2024,1,high,11,7,3,321.0,536.0,388.0,321.0,491.0,926.0,577.0,328.0
313,W2024,1,high,12,7,2,266.0,477.0,266.0,682.0,469.0,445.0,1.0,237.0
313,W2024,1,high,13,7,5,310.0,518.0,702.0,674.0,422.0,310.0,424.0,520.0
313,W2024,1,high,14,7,5,186.0,518.0,419.0,999.0,631.0,186.0,346.0,283.0
313,W2024,1,high,15,7,1,231.0,231.0,464.0,833.0,416.0,496.0,560.0,535.0
313,W2024,1,high,16,7,7,372.0,689.0,413.0,546.0,498.0,457.0,543.0,372.0
313,W2024,1,high,17,7,7,685.0,575.0,448.0,613.0,432.0,340.0,749.0,685.0
313,W2024,1,high,18,7,3,353.0,489.0,691.0,353.0,166.0,528.0,706.0,138.0
313,W2024,1,high,19,7,1,372.0,372.0,968.0,841.0,294.0,393.0,694.0,148.0
313,W2024,1,high,20,7,4,408.0,766.0,557.0,427.0,408.0,551.0,283.0,381.0
537,W2024,1,high,1,7,4,120.0,298.0,538.0,589.0,120.0,487.0,360.0,196.0
537,W2024,1,high,2,7,7,185.0,471.0,674.0,586.0,652.0,673.0,728.0,185.0
537,W2024,1,high,3,7,3,184.0,746.0,677.0,184.0,821.0,735.0,299.0,543.0
537,W2024,1,high,4,7,1,90.0,90.0,490.0,619.0,999.0,574.0,858.0,433.0
537,W2024,1,high,5,7,3,381.0,645.0,719.0,381.0,315.0,737.0,282.0,509.0
537,W2024,1,high,6,7,6,329.0,541.0,637.0,382.0,506.0,427.0,329.0,697.0
537,W2024,1,high,7,7,2,138.0,456.0,138.0,551.0,419.0,324.0,695.0,801.0
537,W2024,1,high,8,7,6,439.0,677.0,726.0,448.0,468.0,810.0,439.0,386.0
537,W2024,1,high,9,7,3,330.0,636.0,515.0,330.0,497.0,559.0,669.0,173.0
537,W2024,1,high,10,7,2,295.0,433.0,295.0,657.0,454.0,686.0,810.0,842.0
537,W2024,1,high,11,7,3,321.0,536.0,388.0,321.0,491.0,926.0,577.0,328.0
537,W2024,1,high,12,7,2,266.0,477.0,266.0,682.0,469.0,445.0,1.0,237.0
537,W2024,1,high,13,7,5,310.0,518.0,702.0,674.0,422.0,310.0,424.0,520.0
537,W2024,1,high,14,7,5,186.0,518.0,419.0,999.0,631.0,186.0,346.0,283.0
537,W2024,1,high,15,7,7,535.0,231.0,464.0,833.0,416.0,496.0,560.0,535.0
537,W2024,1,high,16,7,7,372.0,689.0,413.0,546.0,498.0,457.0,543.0,372.0
537,W2024,1,high,17,7,5,340.0,575.0,448.0,613.0,432.0,340.0,749.0,685.0
537,W2024,1,high,18,7,4,166.0,489.0,691.0,353.0,166.0,528.0,706.0,138.0
537,W2024,1,high,19,7,4,294.0,372.0,968.0,841.0,294.0,393.0,694.0,148.0
537,W2024,1,high,20,7,6,283.0,766.0,557.0,427.0,408.0,551.0,283.0,381.0
115,W2024,1,high,1,7,4,120.0,298.0,538.0,589.0,120.0,487.0,360.0,196.0
115,W2024,1,high,2,7,7,185.0,471.0,674.0,586.0,652.0,673.0,728.0,185.0
115,W2024,1,high,3,7,3,184.0,746.0,677.0,184.0,821.0,735.0,299.0,543.0
115,W2024,1,high,4,7,1,90.0,90.0,490.0,619.0,999.0,574.0,858.0,433.0
115,W2024,1,high,5,7,6,282.0,645.0,719.0,381.0,315.0,737.0,282.0,509.0
115,W2024,1,high,6,7,6,329.0,541.0,637.0,382.0,506.0,427.0,329.0,697.0
115,W2024,1,high,7,7,2,138.0,456.0,138.0,551.0,419.0,324.0,695.0,801.0
115,W2024,1,high,8,7,6,439.0,677.0,726.0,448.0,468.0,810.0,439.0,386.0
115,W2024,1,high,9,7,3,330.0,636.0,515.0,330.0,497.0,559.0,669.0,173.0
115,W2024,1,high,10,7,2,295.0,433.0,295.0,657.0,454.0,686.0,810.0,842.0
115,W2024,1,high,11,7,3,321.0,536.0,388.0,321.0,491.0,926.0,577.0,328.0
115,W2024,1,high,12,7,2,266.0,477.0,266.0,682.0,469.0,445.0,1.0,237.0
115,W2024,1,high,13,7,5,310.0,518.0,702.0,674.0,422.0,310.0,424.0,520.0
115,W2024,1,high,14,7,5,186.0,518.0,419.0,999.0,631.0,186.0,346.0,283.0
115,W2024,1,high,15,7,1,231.0,231.0,464.0,833.0,416.0,496.0,560.0,535.0
115,W2024,1,high,16,7,7,372.0,689.0,413.0,546.0,498.0,457.0,543.0,372.0
115,W2024,1,high,17,7,7,685.0,575.0,448.0,613.0,432.0,340.0,749.0,685.0
115,W2024,1,high,18,7,4,166.0,489.0,691.0,353.0,166.0,528.0,706.0,138.0
115,W2024,1,high,19,7,4,294.0,372.0,968.0,841.0,294.0,393.0,694.0,148.0
115,W2024,1,high,20,7,6,283.0,766.0,557.0,427.0,408.0,551.0,283.0,381.0
293,W2024,1,high,1,7,1,298.0,298.0,538.0,589.0,120.0,487.0,360.0,196.0
293,W2024,1,high,2,7,1,471.0,471.0,674.0,586.0,652.0,673.0,728.0,185.0
293,W2024,1,high,3,7,2,677.0,746.0,677.0,184.0,821.0,735.0,299.0,543.0
293,W2024,1,high,4,7,1,90.0,90.0,490.0,619.0,999.0,574.0,858.0,433.0
293,W2024,1,high,5,7,1,645.0,645.0,719.0,381.0,315.0,737.0,282.0,509.0
293,W2024,1,high,6,7,1,541.0,541.0,637.0,382.0,506.0,427.0,329.0,697.0
293,W2024,1,high,7,7,1,456.0,456.0,138.0,551.0,419.0,324.0,695.0,801.0
293,W2024,1,high,8,7,3,448.0,677.0,726.0,448.0,468.0,810.0,439.0,386.0
293,W2024,1,high,9,7,2,515.0,636.0,515.0,330.0,497.0,559.0,669.0,173.0
293,W2024,1,high,10,7,1,433.0,433.0,295.0,657.0,454.0,686.0,810.0,842.0
293,W2024,1,high,11,7,2,388.0,536.0,388.0,321.0,491.0,926.0,577.0,328.0
293,W2024,1,high,12,7,1,477.0,477.0,266.0,682.0,469.0,445.0,1.0,237.0
293,W2024,1,high,13,7,1,518.0,518.0,702.0,674.0,422.0,310.0,424.0,520.0
293,W2024,1,high,14,7,1,518.0,518.0,419.0,999.0,631.0,186.0,346.0,283.0
293,W2024,1,high,15,7,1,231.0,231.0,464.0,833.0,416.0,496.0,560.0,535.0
293,W2024,1,high,16,7,1,689.0,689.0,413.0,546.0,498.0,457.0,543.0,372.0
293,W2024,1,high,17,7,1,575.0,575.0,448.0,613.0,432.0,340.0,749.0,685.0
293,W2024,1,high,18,7,1,489.0,489.0,691.0,353.0,166.0,528.0,706.0,138.0
293,W2024,1,high,19,7,4,294.0,372.0,968.0,841.0,294.0,393.0,694.0,148.0
293,W2024,1,high,20,7,1,766.0,766.0,557.0,427.0,408.0,551.0,283.0,381.0
113,W2024,1,high,1,7,1,298.0,298.0,538.0,589.0,120.0,487.0,360.0,196.0
113,W2024,1,high,2,7,7,185.0,471.0,674.0,586.0,652.0,673.0,728.0,185.0
113,W2024,1,high,3,7,3,184.0,746.0,677.0,184.0,821.0,735.0,299.0,543.0
113,W2024,1,high,4,7,1,90.0,90.0,490.0,619.0,999.0,574.0,858.0,433.0
113,W2024,1,high,5,7,3,381.0,645.0,719.0,381.0,315.0,737.0,282.0,509.0
113,W2024,1,high,6,7,3,382.0,541.0,637.0,382.0,506.0,427.0,329.0,697.0
113,W2024,1,high,7,7,2,138.0,456.0,138.0,551.0,419.0,324.0,695.0,801.0
113,W2024,1,high,8,7,7,386.0,677.0,726.0,448.0,468.0,810.0,439.0,386.0
113,W2024,1,high,9,7,3,330.0,636.0,515.0,330.0,497.0,559.0,669.0,173.0
113,W2024,1,high,10,7,2,295.0,433.0,295.0,657.0,454.0,686.0,810.0,842.0
113,W2024,1,high,11,7,2,388.0,536.0,388.0,321.0,491.0,926.0,577.0,328.0
113,W2024,1,high,12,7,2,266.0,477.0,266.0,682.0,469.0,445.0,1.0,237.0
113,W2024,1,high,13,7,5,310.0,518.0,702.0,674.0,422.0,310.0,424.0,520.0
113,W2024,1,high,14,7,2,419.0,518.0,419.0,999.0,631.0,186.0,346.0,283.0
113,W2024,1,high,15,7,1,231.0,231.0,464.0,833.0,416.0,496.0,560.0,535.0
113,W2024,1,high,16,7,7,372.0,689.0,413.0,546.0,498.0,457.0,543.0,372.0
113,W2024,1,high,17,7,7,685.0,575.0,448.0,613.0,432.0,340.0,749.0,685.0
113,W2024,1,high,18,7,3,353.0,489.0,691.0,353.0,166.0,528.0,706.0,138.0
113,W2024,1,high,19,7,4,294.0,372.0,968.0,841.0,294.0,393.0,694.0,148.0
113,W2024,1,high,20,7,6,283.0,766.0,557.0,427.0,408.0,551.0,283.0,381.0
460,W2024,1,high,1,7,1,298.0,298.0,538.0,589.0,120.0,487.0,360.0,196.0
460,W2024,1,high,2,7,7,185.0,471.0,674.0,586.0,652.0,673.0,728.0,185.0
460,W2024,1,high,3,7,3,184.0,746.0,677.0,184.0,821.0,735.0,299.0,543.0
460,W2024,1,high,4,7,1,90.0,90.0,490.0,619.0,999.0,574.0,858.0,433.0
460,W2024,1,high,5,7,3,381.0,645.0,719.0,381.0,315.0,737.0,282.0,509.0
460,W2024,1,high,6,7,3,382.0,541.0,637.0,382.0,506.0,427.0,329.0,697.0
460,W2024,1,high,7,7,2,138.0,456.0,138.0,551.0,419.0,324.0,695.0,801.0
460,W2024,1,high,8,7,4,468.0,677.0,726.0,448.0,468.0,810.0,439.0,386.0
460,W2024,1,high,9,7,3,330.0,636.0,515.0,330.0,497.0,559.0,669.0,173.0
460,W2024,1,high,10,7,1,433.0,433.0,295.0,657.0,454.0,686.0,810.0,842.0
460,W2024,1,high,11,7,2,388.0,536.0,388.0,321.0,491.0,926.0,577.0,328.0
460,W2024,1,high,12,7,2,266.0,477.0,266.0,682.0,469.0,445.0,1.0,237.0
460,W2024,1,high,13,7,4,422.0,518.0,702.0,674.0,422.0,310.0,424.0,520.0
460,W2024,1,high,14,7,5,186.0,518.0,419.0,999.0,631.0,186.0,346.0,283.0
460,W2024,1,high,15,7,1,231.0,231.0,464.0,833.0,416.0,496.0,560.0,535.0
460,W2024,1,high,16,7,5,457.0,689.0,413.0,546.0,498.0,457.0,543.0,372.0
460,W2024,1,high,17,7,4,432.0,575.0,448.0,613.0,432.0,340.0,749.0,685.0
460,W2024,1,high,18,7,3,353.0,489.0,691.0,353.0,166.0,528.0,706.0,138.0
460,W2024,1,high,19,7,1,372.0,372.0,968.0,841.0,294.0,393.0,694.0,148.0
460,W2024,1,high,20,7,4,408.0,766.0,557.0,427.0,408.0,551.0,283.0,381.0
100,W2024,1,high,1,7,1,298.0,298.0,538.0,589.0,120.0,487.0,360.0,196.0
100,W2024,1,high,2,7,7,185.0,471.0,674.0,586.0,652.0,673.0,728.0,185.0
100,W2024,1,high,3,7,3,184.0,746.0,677.0,184.0,821.0,735.0,299.0,543.0
100,W2024,1,high,4,7,1,90.0,90.0,490.0,619.0,999.0,574.0,858.0,433.0
100,W2024,1,high,5,7,3,381.0,645.0,719.0,381.0,315.0,737.0,282.0,509.0
100,W2024,1,high,6,7,3,382.0,541.0,637.0,382.0,506.0,427.0,329.0,697.0
100,W2024,1,high,7,7,5,324.0,456.0,138.0,551.0,419.0,324.0,695.0,801.0
100,W2024,1,high,8,7,6,439.0,677.0,726.0,448.0,468.0,810.0,439.0,386.0
100,W2024,1,high,9,7,3,330.0,636.0,515.0,330.0,497.0,559.0,669.0,173.0
100,W2024,1,high,10,7,1,433.0,433.0,295.0,657.0,454.0,686.0,810.0,842.0
100,W2024,1,high,11,7,3,321.0,536.0,388.0,321.0,491.0,926.0,577.0,328.0
100,W2024,1,high,12,7,2,266.0,477.0,266.0,682.0,469.0,445.0,1.0,237.0
100,W2024,1,high,13,7,4,422.0,518.0,702.0,674.0,422.0,310.0,424.0,520.0
100,W2024,1,high,14,7,4,631.0,518.0,419.0,999.0,631.0,186.0,346.0,283.0
100,W2024,1,high,15,7,1,231.0,231.0,464.0,833.0,416.0,496.0,560.0,535.0
100,W2024,1,high,16,7,4,498.0,689.0,413.0,546.0,498.0,457.0,543.0,372.0
100,W2024,1,high,17,7,5,340.0,575.0,448.0,613.0,432.0,340.0,749.0,685.0
100,W2024,1,high,18,7,3,353.0,489.0,691.0,353.0,166.0,528.0,706.0,138.0
100,W2024,1,high,19,7,1,372.0,372.0,968.0,841.0,294.0,393.0,694.0,148.0
100,W2024,1,high,20,7,6,283.0,766.0,557.0,427.0,408.0,551.0,283.0,381.0
480,W2024,1,high,1,7,7,196.0,298.0,538.0,589.0,120.0,487.0,360.0,196.0
480,W2024,1,high,2,7,2,674.0,471.0,674.0,586.0,652.0,673.0,728.0,185.0
480,W2024,1,high,3,7,1,746.0,746.0,677.0,184.0,821.0,735.0,299.0,543.0
480,W2024,1,high,4,7,1,90.0,90.0,490.0,619.0,999.0,574.0,858.0,433.0
480,W2024,1,high,5,7,3,381.0,645.0,719.0,381.0,315.0,737.0,282.0,509.0
480,W2024,1,high,6,7,2,637.0,541.0,637.0,382.0,506.0,427.0,329.0,697.0
480,W2024,1,high,7,7,6,695.0,456.0,138.0,551.0,419.0,324.0,695.0,801.0
480,W2024,1,high,8,7,1,677.0,677.0,726.0,448.0,468.0,810.0,439.0,386.0
480,W2024,1,high,9,7,1,636.0,636.0,515.0,330.0,497.0,559.0,669.0,173.0
480,W2024,1,high,10,7,3,657.0,433.0,295.0,657.0,454.0,686.0,810.0,842.0
480,W2024,1,high,11,7,1,536.0,536.0,388.0,321.0,491.0,926.0,577.0,328.0
480,W2024,1,high,12,7,3,682.0,477.0,266.0,682.0,469.0,445.0,1.0,237.0
480,W2024,1,high,13,7,7,520.0,518.0,702.0,674.0,422.0,310.0,424.0,520.0
480,W2024,1,high,14,7,3,999.0,518.0,419.0,999.0,631.0,186.0,346.0,283.0
480,W2024,1,high,15,7,3,833.0,231.0,464.0,833.0,416.0,496.0,560.0,535.0
480,W2024,1,high,16,7,1,689.0,689.0,413.0,546.0,498.0,457.0,543.0,372.0
480,W2024,1,high,17,7,6,749.0,575.0,448.0,613.0,432.0,340.0,749.0,685.0
480,W2024,1,high,18,7,3,353.0,489.0,691.0,353.0,166.0,528.0,706.0,138.0
480,W2024,1,high,19,7,2,968.0,372.0,968.0,841.0,294.0,393.0,694.0,148.0
480,W2024,1,high,20,7,1,766.0,766.0,557.0,427.0,408.0,551.0,283.0,381.0
170,W2024,1,high,1,7,4,120.0,298.0,538.0,589.0,120.0,487.0,360.0,196.0
170,W2024,1,high,2,7,7,185.0,471.0,674.0,586.0,652.0,673.0,728.0,185.0
170,W2024,1,high,3,7,3,184.0,746.0,677.0,184.0,821.0,735.0,299.0,543.0
170,W2024,1,high,4,7,1,90.0,90.0,490.0,619.0,999.0,574.0,858.0,433.0
170,W2024,1,high,5,7,3,381.0,645.0,719.0,381.0,315.0,737.0,282.0,509.0
170,W2024,1,high,6,7,6,329.0,541.0,637.0,382.0,506.0,427.0,329.0,697.0
170,W2024,1,high,7,7,2,138.0,456.0,138.0,551.0,419.0,324.0,695.0,801.0
170,W2024,1,high,8,7,6,439.0,677.0,726.0,448.0,468.0,810.0,439.0,386.0
170,W2024,1,high,9,7,3,330.0,636.0,515.0,330.0,497.0,559.0,669.0,173.0
170,W2024,1,high,10,7,2,295.0,433.0,295.0,657.0,454.0,686.0,810.0,842.0
170,W2024,1,high,11,7,3,321.0,536.0,388.0,321.0,491.0,926.0,577.0,328.0
170,W2024,1,high,12,7,2,266.0,477.0,266.0,682.0,469.0,445.0,1.0,237.0
170,W2024,1,high,13,7,4,422.0,518.0,702.0,674.0,422.0,310.0,424.0,520.0
170,W2024,1,high,14,7,5,186.0,518.0,419.0,999.0,631.0,186.0,346.0,283.0
170,W2024,1,high,15,7,7,535.0,231.0,464.0,833.0,416.0,496.0,560.0,535.0
170,W2024,1,high,16,7,7,372.0,689.0,413.0,546.0,498.0,457.0,543.0,372.0
170,W2024,1,high,17,7,5,340.0,575.0,448.0,613.0,432.0,340.0,749.0,685.0
170,W2024,1,high,18,7,4,166.0,489.0,691.0,353.0,166.0,528.0,706.0,138.0
170,W2024,1,high,19,7,4,294.0,372.0,968.0,841.0,294.0,393.0,694.0,148.0
170,W2024,1,high,20,7,6,283.0,766.0,557.0,427.0,408.0,551.0,283.0,381.0
316,W2024,1,high,1,7,1,298.0,298.0,538.0,589.0,120.0,487.0,360.0,196.0
316,W2024,1,high,2,7,7,185.0,471.0,674.0,586.0,652.0,673.0,728.0,185.0
316,W2024,1,high,3,7,3,184.0,746.0,677.0,184.0,821.0,735.0,299.0,543.0
316,W2024,1,high,4,7,1,90.0,90.0,490.0,619.0,999.0,574.0,858.0,433.0
316,W2024,1,high,5,7,3,381.0,645.0,719.0,381.0,315.0,737.0,282.0,509.0
316,W2024,1,high,6,7,3,382.0,541.0,637.0,382.0,506.0,427.0,329.0,697.0
316,W2024,1,high,7,7,2,138.0,456.0,138.0,551.0,419.0,324.0,695.0,801.0
316,W2024,1,high,8,7,6,439.0,677.0,726.0,448.0,468.0,810.0,439.0,386.0
316,W2024,1,high,9,7,7,173.0,636.0,515.0,330.0,497.0,559.0,669.0,173.0
316,W2024,1,high,10,7,2,295.0,433.0,295.0,657.0,454.0,686.0,810.0,842.0
316,W2024,1,high,11,7,2,388.0,536.0,388.0,321.0,491.0,926.0,577.0,328.0
316,W2024,1,high,12,7,2,266.0,477.0,266.0,682.0,469.0,445.0,1.0,237.0
316,W2024,1,high,13,7,4,422.0,518.0,702.0,674.0,422.0,310.0,424.0,520.0
316,W2024,1,high,14,7,4,631.0,518.0,419.0,999.0,631.0,186.0,346.0,283.0
316,W2024,1,high,15,7,1,231.0,231.0,464.0,833.0,416.0,496.0,560.0,535.0
316,W2024,1,high,16,7,5,457.0,689.0,413.0,546.0,498.0,457.0,543.0,372.0
316,W2024,1,high,17,7,7,685.0,575.0,448.0,613.0,432.0,340.0,749.0,685.0
316,W2024,1,high,18,7,3,353.0,489.0,691.0,353.0,166.0,528.0,706.0,138.0
316,W2024,1,high,19,7,4,294.0,372.0,968.0,841.0,294.0,393.0,694.0,148.0
316,W2024,1,high,20,7,6,283.0,766.0,557.0,427.0,408.0,551.0,283.0,381.0
245,W2024,1,low,1,7,2,452.0,515.0,452.0,638.0,499.0,393.0,503.0,506.0
245,W2024,1,low,2,7,2,474.0,541.0,474.0,479.0,439.0,561.0,451.0,542.0
245,W2024,1,low,3,7,3,444.0,541.0,608.0,444.0,587.0,504.0,456.0,483.0
245,W2024,1,low,4,7,1,469.0,469.0,463.0,529.0,524.0,525.0,460.0,431.0
245,W2024,1,low,5,7,6,413.0,551.0,563.0,519.0,518.0,544.0,413.0,501.0
245,W2024,1,low,6,7,2,481.0,485.0,481.0,533.0,450.0,543.0,406.0,504.0
245,W2024,1,low,7,7,5,489.0,531.0,477.0,502.0,515.0,489.0,443.0,567.0
245,W2024,1,low,8,7,3,423.0,526.0,554.0,423.0,484.0,511.0,506.0,497.0
245,W2024,1,low,9,7,1,407.0,407.0,431.0,553.0,460.0,435.0,445.0,425.0
