participant,question,questionText,truth,estimate
33,12,"If a team is ahead at the 35th minute, what is the probability that this team will lose?",0.1892,40.0
34,12,"If a team is ahead at the 35th minute, what is the probability that this team will lose?",0.1892,10.0
35,12,"If a team is ahead at the 35th minute, what is the probability that this team will lose?",0.1892,25.0
36,12,"If a team is ahead at the 35th minute, what is the probability that this team will lose?",0.1892,30.0
37,12,"If a team is ahead at the 35th minute, what is the probability that this team will lose?",0.1892,40.0
38,12,"If a team is ahead at the 35th minute, what is the probability that this team will lose?",0.1892,40.0
39,12,"If a team is ahead at the 35th minute, what is the probability that this team will lose?",0.1892,48.0
40,12,"If a team is ahead at the 35th minute, what is the probability that this team will lose?",0.1892,30.0
41,12,"If a team is ahead at the 35th minute, what is the probability that this team will lose?",0.1892,35.0
42,12,"If a team is ahead at the 35th minute, what is the probability that this team will lose?",0.1892,20.0
43,12,"If a team is ahead at the 35th minute, what is the probability that this team will lose?",0.1892,35.0
44,12,"If a team is ahead at the 35th minute, what is the probability that this team will lose?",0.1892,50.0
45,12,"If a team is ahead at the 35th minute, what is the probability that this team will lose?",0.1892,50.0
46,12,"If a team is ahead at the 35th minute, what is the probability that this team will lose?",0.1892,35.0
47,12,"If a team is ahead at the 35th minute, what is the probability that this team will lose?",0.1892,50.0
48,12,"If a team is ahead at the 35th minute, what is the probability that this team will lose?",0.1892,40.0
49,12,"If a team is ahead at the 35th minute, what is the probability that this team will lose?",0.1892,20.0
50,12,"If a team is ahead at the 35th minute, what is the probability that this team will lose?",0.1892,30.0
51,12,"If a team is ahead at the 35th minute, what is the probability that this team will lose?",0.1892,30.0
52,12,"If a team is ahead at the 35th minute, what is the probability that this team will lose?",0.1892,45.0
53,12,"If a team is ahead at the 35th minute, what is the probability that this team will lose?",0.1892,40.0
54,12,"If a team is ahead at the 35th minute, what is the probability that this team will lose?",0.1892,30.0
55,12,"If a team is ahead at the 35th minute, what is the probability that this team will lose?",0.1892,20.0
56,12,"If a team is ahead at the 35th minute, what is the probability that this team will lose?",0.1892,3.0
57,12,"If a team is ahead at the 35th minute, what is the probability that this team will lose?",0.1892,35.0
58,12,"If a team is ahead at the 35th minute, what is the probability that this team will lose?",0.1892,40.0
59,12,"If a team is ahead at the 35th minute, what is the probability that this team will lose?",0.1892,20.0
60,12,"If a team is ahead at the 35th minute, what is the probability that this team will lose?",0.1892,72.0
61,12,"If a team is ahead at the 35th minute, what is the probability that this team will lose?",0.1892,44.0
62,12,"If a team is ahead at the 35th minute, what is the probability that this team will lose?",0.1892,50.0
63,12,"If a team is ahead at the 35th minute, what is the probability that this team will lose?",0.1892,55.0
64,12,"If a team is ahead at the 35th minute, what is the probability that this team will lose?",0.1892,15.0
65,12,"If a team is ahead at the 35th minute, what is the probability that this team will lose?",0.1892,50.0
66,12,"If a team is ahead at the 35th minute, what is the probability that this team will lose?",0.1892,30.0
67,12,"If a team is ahead at the 35th minute, what is the probability that this team will lose?",0.1892,20.0
68,12,"If a team is ahead at the 35th minute, what is the probability that this team will lose?",0.1892,40.0
69,12,"If a team is ahead at the 35th minute, what is the probability that this team will lose?",0.1892,65.0
70,12,"If a team is ahead at the 35th minute, what is the probability that this team will lose?",0.1892,20.0
71,12,"If a team is ahead at the 35th minute, what is the probability that this team will lose?",0.1892,15.0
72,12,"If a team is ahead at the 35th minute, what is the probability that this team will lose?",0.1892,40.0
73,12,"If a team is ahead at the 35th minute, what is the probability that this team will lose?",0.1892,35.0
74,12,"If a team is ahead at the 35th minute, what is the probability that this team will lose?",0.1892,15.0
75,12,"If a team is ahead at the 35th minute, what is the probability that this team will lose?",0.1892,40.0
76,12,"If a team is ahead at the 35th minute, what is the probability that this team will lose?",0.1892,40.0
77,12,"If a team is ahead at the 35th minute, what is the probability that this team will lose?",0.1892,50.0
78,12,"If a team is ahead at the 35th minute, what is the probability that this team will lose?",0.1892,48.0
79,12,"If a team is ahead at the 35th minute, what is the probability that this team will lose?",0.1892,33.0
80,12,"If a team is ahead at the 35th minute, what is the probability that this team will lose?",0.1892,35.0
81,12,"If a team is ahead at the 35th minute, what is the probability that this team will lose?",0.1892,45.0
82,12,"If a team is ahead at the 35th minute, what is the probability that this team will lose?",0.1892,35.0
83,12,"If a team is ahead at the 35th minute, what is the probability that this team will lose?",0.1892,70.0
84,12,"If a team is ahead at the 35th minute, what is the probability that this team will lose?",0.1892,25.0
85,12,"If a team is ahead at the 35th minute, what is the probability that this team will lose?",0.1892,20.0
86,12,"If a team is ahead at the 35th minute, what is the probability that this team will lose?",0.1892,25.0
87,12,"If a team is ahead at the 35th minute, what is the probability that this team will lose?",0.1892,45.0
88,12,"If a team is ahead at the 35th minute, what is the probability that this team will lose?",0.1892,50.0
89,12,"If a team is ahead at the 35th minute, what is the probability that this team will lose?",0.1892,66.0
90,12,"If a team is ahead at the 35th minute, what is the probability that this team will lose?",0.1892,20.0
91,12,"If a team is ahead at the 35th minute, what is the probability that this team will lose?",0.1892,30.0
92,12,"If a team is ahead at the 35th minute, what is the probability that this team will lose?",0.1892,56.0
93,12,"If a team is ahead at the 35th minute, what is the probability that this team will lose?",0.1892,43.0
94,12,"If a team is ahead at the 35th minute, what is the probability that this team will lose?",0.1892,45.0
95,12,"If a team is ahead at the 35th minute, what is the probability that this team will lose?",0.1892,55.0
96,12,"If a team is ahead at the 35th minute, what is the probability that this team will lose?",0.1892,35.0
97,12,"If a team is ahead at the 35th minute, what is the probability that this team will lose?",0.1892,35.0
98,12,"If a team is ahead at the 35th minute, what is the probability that this team will lose?",0.1892,40.0
99,12,"If a team is ahead at the 35th minute, what is the probability that this team will lose?",0.1892,5.0
100,12,"If a team is ahead at the 35th minute, what is the probability that this team will lose?",0.1892,50.0
101,12,"If a team is ahead at the 35th minute, what is the probability that this team will lose?",0.1892,35.0
102,12,"If a team is ahead at the 35th minute, what is the probability that this team will lose?",0.1892,10.0
103,12,"If a team is ahead at the 35th minute, what is the probability that this team will lose?",0.1892,5.0
104,12,"If a team is ahead at the 35th minute, what is the probability that this team will lose?",0.1892,40.0
105,12,"If a team is ahead at the 35th minute, what is the probability that this team will lose?",0.1892,40.0
106,12,"If a team is ahead at the 35th minute, what is the probability that this team will lose?",0.1892,30.0
107,12,"If a team is ahead at the 35th minute, what is the probability that this team will lose?",0.1892,22.0
108,12,"If a team is ahead at the 35th minute, what is the probability that this team will lose?",0.1892,30.0
109,12,"If a team is ahead at the 35th minute, what is the probability that this team will lose?",0.1892,50.0
110,12,"If a team is ahead at the 35th minute, what is the probability that this team will lose?",0.1892,45.0
111,12,"If a team is ahead at the 35th minute, what is the probability that this team will lose?",0.1892,30.0
112,12,"If a team is ahead at the 35th minute, what is the probability that this team will lose?",0.1892,40.0
113,12,"If a team is ahead at the 35th minute, what is the probability that this team will lose?",0.1892,30.0
